0.000,0.000
0.053,2.732
0.099,3.854
0.145,5.613
0.192,5.768
0.240,6.113
0.288,6.381
0.336,6.412
0.383,6.350
0.431,6.538
0.479,6.469
0.527,6.498
0.575,6.483
0.622,6.562
0.670,6.515
0.718,6.504
0.766,6.519
0.813,6.551
0.861,6.592
0.909,6.522
0.957,6.553
1.005,6.545
1.053,6.557
1.100,6.507
1.148,6.486
1.196,6.500
1.244,6.528
1.292,6.530
1.339,6.527
1.387,6.481
1.435,6.505
1.483,6.510
1.531,6.492
1.578,6.517
1.626,6.484
1.674,6.496
1.722,6.541
1.770,6.502
1.818,6.508
1.865,6.497
1.913,6.481
1.961,6.474
2.009,6.459
2.057,6.470
2.104,6.468
2.152,6.453
2.200,6.446
2.248,6.420
2.296,6.484
2.344,6.481
2.391,6.441
2.439,6.437
2.487,6.471
2.535,6.453
2.583,6.429
2.630,6.410
2.678,6.390
2.726,6.426
2.774,6.355
2.822,6.385
2.870,6.419
2.917,6.356
2.965,6.376
3.013,6.417
3.061,6.364
3.109,6.382
3.156,6.388
3.204,6.360
3.252,6.380
3.300,6.398
3.348,6.362
3.396,6.388
3.443,6.336
3.491,6.397
3.539,6.360
3.587,6.394
3.635,6.357
3.683,6.308
3.730,6.330
3.778,6.375
3.826,6.338
3.874,6.315
3.922,6.310
