# index, TIC ID, TMag, separation (arcsec)
0, 470987100, 11.3266, 0.0
1, 470987101, 15.678, 11.665
2, 742761070, 19.5419, 29.381
3, 470987102, 18.6348, 40.666
4, 742761069, 20.4246, 54.582
5, 470987094, 15.5065, 58.768
6, 470987784, 14.6203, 62.799
7, 742761071, 18.7527, 71.558
8, 742761114, 19.8013, 85.909
9, 470987093, 17.4269, 93.135
10, 742761110, 18.5677, 95.551
11, 470987105, 15.0822, 95.231
12, 470987106, 15.7935, 97.13
13, 470987107, 13.5249, 99.735
14, 742761108, 19.6358, 100.883
15, 470987782, 17.5077, 105.666
16, 742761074, 19.1676, 106.249
17, 742761106, 18.9673, 107.696
18, 470987788, 17.8515, 109.756
19, 742761109, 20.1224, 112.443
20, 470987099, 12.2228, 115.589
21, 742761072, 20.1, 116.37
22, 470987109, 16.428, 116.086
23, 742761073, 19.8943, 118.104
24, 742761107, 20.2686, 120.786
25, 742761111, 18.7376, 121.259
26, 742761059, 19.6034, 131.427
27, 470987794, 15.8033, 132.573
28, 470987774, 14.8198, 133.583
29, 470987773, 17.157, 134.906
30, 470987092, 17.1354, 139.169
31, 742761112, 17.9435, 138.79
32, 470987792, 17.2099, 140.985
33, 470987090, 17.9316, 142.02
34, 742761061, 20.4874, 142.476
35, 742761082, 19.2852, 149.738
36, 742820966, 19.2502, 148.891
37, 742761067, 20.6225, 152.302
38, 742761063, 18.7286, 155.59
39, 470987110, 17.8777, 155.362
40, 742761116, 18.4492, 156.9
41, 742761115, 18.0139, 157.247
42, 470987088, 18.4236, 160.013
43, 742761068, 20.7778, 160.158
44, 742761086, 18.716, 164.605
45, 470987111, 10.9715, 170.992
46, 742820952, 17.6542, 173.562
47, 470987097, 17.6542, 173.562
48, 742820953, 18.0633, 174.525
49, 742761113, 20.5882, 175.663
50, 742761060, 19.5102, 178.133
51, 470987104, 12.1836, 179.384
52, 742820950, 19.8362, 181.013
53, 470987108, 17.3216, 181.086
54, 742820965, 18.502, 182.743
55, 470987116, 15.9375, 183.015
56, 470987790, 17.428, 184.434
57, 742761064, 19.9691, 188.849
58, 742820954, 19.1639, 190.847
59, 742761062, 19.5943, 196.973
60, 742761058, 19.4426, 197.593
61, 742761089, 18.6908, 199.337
62, 742761081, 20.389, 199.802
63, 742820951, 19.9516, 200.691
64, 470987086, 18.3634, 202.938
65, 742761083, 20.2175, 202.126
66, 470987780, 15.11, 205.541
67, 470987085, 17.6222, 207.489
68, 470987799, 15.5599, 209.026
69, 742761087, 18.2128, 208.079
70, 470987084, 15.848, 211.559
71, 470987119, 13.1731, 210.174
72, 742761118, 19.8115, 210.601
73, 742761085, 19.1, 213.604
74, 470987777, 16.6353, 214.217
75, 742761084, 18.0241, 215.374
76, 742820968, 20.6961, 214.881
77, 742761057, 19.4604, 218.134
78, 470987771, 15.3227, 218.2
79, 742761088, 18.9409, 220.635
80, 742761120, 19.758, 220.83
81, 470987117, 18.4962, 223.222
82, 742820969, 19.4021, 224.293
83, 470987766, 18.6163, 228.55
84, 742820967, 19.7187, 230.796
85, 470987122, 18.578, 232.174
86, 470987789, 16.9425, 236.411
87, 470987765, 16.8324, 236.874
88, 470987800, 16.2493, 239.277
89, 470987801, 13.9846, 243.266
90, 742761065, 19.2019, 244.157
91, 470987124, 16.707, 242.442
92, 742820955, 19.3528, 243.843
93, 742761078, 18.4711, 246.61
94, 470987796, 14.1418, 247.092
95, 470987103, 14.9826, 248.231
96, 742761066, 19.7763, 251.806
97, 742761117, 19.6811, 251.546
98, 742761098, 19.5584, 252.505
99, 470987123, 18.6989, 252.214
100, 742820947, 19.3535, 254.977
101, 470987121, 18.2275, 253.828
102, 742820970, 17.719, 254.119
103, 742820949, 19.3407, 259.793
104, 742761080, 19.271, 261.9
105, 742761119, 19.8122, 261.9
106, 742761097, 19.6938, 262.719
107, 470987083, 18.9807, 263.93
108, 742820961, 18.9627, 264.522
109, 742761050, 18.2164, 266.175
110, 470987091, 14.6581, 266.616
111, 742761056, 19.1252, 268.839
112, 742820972, 20.0872, 267.695
113, 742820962, 18.6346, 269.818
114, 742761122, 18.9984, 269.923
115, 470987809, 17.3684, 275.142
116, 742761053, 18.5846, 275.678
117, 470987087, 17.0046, 276.101
118, 470987798, 14.3572, 277.801
119, 742760924, 19.0065, 281.652
120, 742820974, 20.1075, 280.719
121, 470987778, 18.051, 284.021
122, 742761121, 18.5801, 283.371
123, 470987795, 15.3101, 285.79
124, 470987762, 17.5551, 287.117
125, 742761077, 17.4997, 289.309
126, 470987096, 17.2498, 288.869
127, 742761055, 18.3943, 291.166
128, 742761046, 19.9638, 291.765
129, 742761075, 18.706, 294.663
130, 742761048, 19.587, 295.329
131, 470987080, 13.2693, 295.46
132, 742820971, 19.417, 295.086
133, 742820948, 20.4595, 295.815
134, 470987078, 16.9981, 297.259
