0,0
0.104,2.685
0.195,3.488
0.284,6.24
0.377,6.826
0.471,6.883
0.564,7.635
0.656,7.493
0.75,7.641
0.844,7.776
0.937,7.808
1.03,7.936
1.124,7.945
1.218,7.993
1.311,7.972
1.405,7.969
1.499,8.063
1.592,7.988
1.685,8.009
1.779,8.027
1.873,8.037
1.966,8.019
2.06,8.048
2.154,8.08
2.247,8.047
2.341,8.041
2.434,8.052
2.528,8.053
2.621,8.039
2.715,8.05
2.809,8.079
2.902,8.035
2.996,8.072
3.09,8.074
3.183,8.053
3.276,8.061
3.37,8.046
3.464,8.055
3.557,8.048
3.651,8.066
3.745,8.05
3.838,8.054
3.932,8.063
4.026,8.058
4.119,8.085
4.212,8.052
4.306,8.069
4.4,8.077
4.493,8.067
4.587,8.091
4.681,8.07
4.774,8.04
4.868,8.055
4.961,8.065
5.055,8.057
5.149,8.076
5.242,8.061
5.336,8.068
5.43,8.067
5.523,8.08
5.617,8.087
5.71,8.08
5.804,8.071
5.898,8.08
5.991,8.06
6.085,8.074
6.178,8.069
6.272,8.043
6.366,8.063
6.459,8.084
6.553,8.057
6.646,8.068
6.74,8.064
6.833,8.062
6.927,8.058
7.021,8.069
7.114,8.062
7.208,8.056
7.302,8.072
7.395,8.066
7.489,8.066
7.582,8.062
7.676,8.065
7.77,8.056
7.863,8.065
7.957,8.056
8.05,8.061
8.144,8.059
8.238,8.064
8.331,8.039
8.425,8.047
8.519,8.061
8.612,8.038
8.706,8.04
8.799,8.039
8.893,8.04
8.986,8.028
9.08,8.005
9.174,8.027
9.267,8.012
9.361,7.982
9.455,7.998
9.548,8.005
9.642,7.984
9.735,8.001
9.829,7.982
