0.000000,0.000000
0.010000,0.000000
0.020000,0.117186
0.030000,0.578492
0.040000,1.039799
0.050000,1.501106
0.060000,1.962412
0.070000,2.423719
0.080000,2.885025
0.090000,3.346332
0.100000,3.807638
0.110000,3.823882
0.120000,3.839098
0.130000,3.853972
0.140000,3.869188
0.150000,3.885432
0.160000,3.903389
0.170000,3.923745
0.180000,3.947145
0.190000,3.973287
0.200000,4.000928
0.210000,4.028781
0.220000,4.055560
0.230000,4.080011
0.240000,4.101612
0.250000,4.120571
0.260000,4.137128
0.270000,4.151524
0.280000,4.164000
0.290000,4.174851
0.300000,4.184417
0.310000,4.193043
0.320000,4.201073
0.330000,4.208850
0.340000,4.216686
0.350000,4.224865
0.360000,4.233666
0.370000,4.243371
0.380000,4.254235
0.390000,4.265920
0.400000,4.277493
0.410000,4.287999
0.420000,4.296481
0.430000,4.302012
0.440000,4.304403
0.450000,4.304200
0.460000,4.301979
0.470000,4.298317
0.480000,4.293797
0.490000,4.289139
0.500000,4.285200
0.510000,4.282841
0.520000,4.282925
0.530000,4.286272
0.540000,4.292737
0.550000,4.301206
0.560000,4.310525
0.570000,4.319540
0.580000,4.327116
0.590000,4.332588
0.600000,4.335758
0.610000,4.336448
0.620000,4.334483
0.630000,4.329714
0.640000,4.322643
0.650000,4.314426
0.660000,4.306246
0.670000,4.299286
0.680000,4.294695
0.690000,4.292803
0.700000,4.293127
0.710000,4.295146
0.720000,4.298340
0.730000,4.302198
0.740000,4.306421
0.750000,4.310916
0.760000,4.315601
0.770000,4.320396
0.780000,4.325217
0.790000,4.329988
0.800000,4.334634
0.810000,4.339079
0.820000,4.343250
0.830000,4.347070
0.840000,4.350424
0.850000,4.353155
0.860000,4.355105
0.870000,4.356118
0.880000,4.356049
0.890000,4.355096
0.900000,4.353796
0.910000,4.352699
0.920000,4.352357
0.930000,4.353301
0.940000,4.355576
0.950000,4.358741
0.960000,4.362335
0.970000,4.365899
0.980000,4.368971
0.990000,4.371123
1.000000,4.371957
1.010000,4.371074
1.020000,4.368079
1.030000,4.362601
1.040000,4.354928
1.050000,4.345999
1.060000,4.336784
1.070000,4.328251
1.080000,4.321361
1.090000,4.316885
1.100000,4.315404
1.110000,4.317489
1.120000,4.323714
1.130000,4.334609
1.140000,4.349708
1.150000,4.367557
1.160000,4.386656
1.170000,4.405504
