# index, TIC ID, TMag, separation (arcsec)
0, 396740648, 10.7424, 0.0
1, 396740644, 17.0917, 26.734
2, 396776946, 17.2693, 35.037
3, 705048925, 18.9691, 39.962
4, 705048928, 19.6791, 46.77
5, 705048926, 19.4944, 48.998
6, 705048927, 18.6858, 49.406
7, 396776948, 16.753, 48.219
8, 396776938, 17.0173, 48.318
9, 396776943, 15.9434, 51.42
10, 705048923, 19.9637, 56.252
11, 396740651, 18.959, 58.497
12, 705049347, 19.8625, 61.183
13, 705048932, 18.7929, 63.43
14, 396740660, 17.9026, 64.297
15, 705048922, 18.6776, 65.572
16, 705048924, 19.4569, 67.141
17, 396740635, 16.1083, 71.207
18, 705048929, 18.4221, 71.494
19, 705048931, 20.5838, 72.105
20, 396740658, 17.8989, 73.249
21, 396740636, 17.2285, 78.379
22, 396740632, 12.1668, 79.049
23, 705048920, 19.8705, 78.687
24, 705048930, 17.5886, 79.645
25, 705048921, 17.8603, 82.917
26, 396776941, 18.3762, 84.867
27, 396740656, 16.9365, 87.036
28, 705049346, 20.2253, 89.31
29, 396740662, 16.0012, 92.273
30, 396740638, 14.9869, 98.662
31, 705048951, 19.6169, 102.808
32, 705048938, 19.5027, 102.472
33, 705048936, 18.7617, 102.386
34, 705048939, 20.6945, 109.415
35, 705048913, 20.2846, 109.206
36, 705048919, 19.7438, 112.11
37, 705048949, 18.7989, 114.674
38, 396740647, 13.1496, 120.774
39, 705049348, 19.119, 121.59
40, 705049349, 19.4556, 121.859
41, 705048918, 19.8334, 121.469
42, 705048873, 19.6978, 123.14
43, 396776959, 17.0282, 122.953
44, 396740630, 18.8792, 124.43
45, 705048937, 18.9778, 124.427
46, 396776937, 15.6865, 124.726
47, 705048952, 20.672, 128.726
48, 705048940, 19.4475, 128.213
49, 705048947, 18.6861, 131.361
50, 396776955, 18.1929, 132.851
51, 396776960, 13.4688, 134.655
52, 396776930, 16.1385, 136.358
53, 396776936, 15.8343, 141.358
54, 396740642, 18.063, 142.719
55, 705049290, 18.1286, 143.15
56, 705048915, 19.6054, 143.874
57, 396740664, 15.9876, 148.511
58, 705049350, 20.3226, 150.761
59, 705048933, 19.9724, 150.696
60, 705049285, 20.2088, 151.973
61, 396740667, 16.8268, 152.882
62, 396776923, 15.4423, 151.993
63, 705048948, 19.5271, 153.303
64, 705048872, 18.2215, 155.681
65, 396740654, 16.9403, 157.053
66, 705048914, 19.1129, 155.325
