0.000,0.000
0.112,2.633
0.200,3.711
0.294,5.980
0.391,6.403
0.487,6.650
0.584,7.200
0.681,6.992
0.777,7.105
0.874,7.885
0.971,7.894
1.068,7.910
1.165,8.329
1.262,8.565
1.358,8.654
1.456,8.678
1.553,8.753
1.649,8.940
1.747,8.998
1.844,9.005
1.941,9.072
2.038,9.146
2.135,9.142
2.232,9.117
2.328,9.093
2.426,9.182
2.523,9.225
2.619,9.227
2.717,9.280
2.814,9.301
2.911,9.311
3.008,9.330
3.105,9.330
3.201,9.354
3.299,9.355
3.395,9.376
3.492,9.386
3.589,9.407
3.687,9.370
3.783,9.380
3.880,9.390
3.978,9.376
4.074,9.404
4.171,9.399
4.268,9.417
4.365,9.386
4.462,9.397
4.559,9.401
4.656,9.414
4.753,9.415
4.851,9.410
4.947,9.417
5.044,9.416
5.141,9.395
5.238,9.405
5.335,9.435
5.433,9.415
5.529,9.396
5.626,9.412
5.723,9.404
5.820,9.416
5.917,9.415
6.015,9.401
6.111,9.422
6.208,9.415
6.306,9.402
6.402,9.416
6.499,9.425
6.597,9.423
6.694,9.396
6.790,9.417
6.888,9.427
6.984,9.416
7.081,9.416
7.178,9.411
7.275,9.431
7.372,9.409
7.469,9.427
7.566,9.420
7.663,9.395
7.760,9.401
7.857,9.396
7.954,9.409
8.051,9.412
8.148,9.404
8.245,9.392
8.342,9.392
8.439,9.407
8.536,9.399
8.633,9.401
8.730,9.379
8.827,9.395
8.924,9.382
9.021,9.367
9.118,9.369
9.215,9.387
9.312,9.338
9.409,9.341
9.506,9.351
9.603,9.347
9.700,9.309
9.797,9.339
9.894,9.339
