0.000000,0.000000
0.010000,0.000000
0.020000,0.160641
0.030000,0.793009
0.040000,1.425378
0.050000,2.057746
0.060000,2.690114
0.070000,3.322483
0.080000,3.954851
0.090000,4.587219
0.100000,5.219588
0.110000,5.228514
0.120000,5.235467
0.130000,5.241763
0.140000,5.248716
0.150000,5.257643
0.160000,5.269857
0.170000,5.286675
0.180000,5.309350
0.190000,5.337722
0.200000,5.370212
0.210000,5.405183
0.220000,5.440997
0.230000,5.476031
0.240000,5.508989
0.250000,5.538907
0.260000,5.564835
0.270000,5.585824
0.280000,5.600964
0.290000,5.610327
0.300000,5.614959
0.310000,5.615952
0.320000,5.614395
0.330000,5.611374
0.340000,5.607873
0.350000,5.604774
0.360000,5.602954
0.370000,5.603291
0.380000,5.606632
0.390000,5.613129
0.400000,5.622236
0.410000,5.633380
0.420000,5.645985
0.430000,5.659477
0.440000,5.673258
0.450000,5.686710
0.460000,5.699215
0.470000,5.710155
0.480000,5.718929
0.490000,5.725380
0.500000,5.729792
0.510000,5.732471
0.520000,5.733718
0.530000,5.733844
0.540000,5.733299
0.550000,5.732672
0.560000,5.732560
0.570000,5.733559
0.580000,5.736250
0.590000,5.740889
0.600000,5.747401
0.610000,5.755701
0.620000,5.765701
0.630000,5.777305
0.640000,5.790180
0.650000,5.803757
0.660000,5.817459
0.670000,5.830708
0.680000,5.842931
0.690000,5.853683
0.700000,5.862648
0.710000,5.869516
0.720000,5.873975
0.730000,5.875731
0.740000,5.874887
0.750000,5.871938
0.760000,5.867399
0.770000,5.861783
0.780000,5.855603
0.790000,5.849337
0.800000,5.843434
0.810000,5.838340
0.820000,5.834501
0.830000,5.832356
0.840000,5.832182
0.850000,5.834093
0.860000,5.838197
0.870000,5.844602
0.880000,5.853399
0.890000,5.864315
0.900000,5.876715
0.910000,5.889947
0.920000,5.903356
0.930000,5.916295
0.940000,5.928180
0.950000,5.938492
0.960000,5.946717
0.970000,5.952338
0.980000,5.954868
0.990000,5.954419
1.000000,5.951708
1.010000,5.947475
1.020000,5.942464
1.030000,5.937406
1.040000,5.932823
1.050000,5.929024
1.060000,5.926309
1.070000,5.924978
1.080000,5.925318
1.090000,5.927310
1.100000,5.930629
1.110000,5.934937
1.120000,5.939897
1.130000,5.945177
1.140000,5.950586
1.150000,5.956074
1.160000,5.961599
1.170000,5.967116
