# index, TIC ID, TMag, separation (arcsec)
0, 289373041, 12.5509, 0.0
1, 1550457907, 19.1171, 15.547
2, 1550457900, 19.3789, 20.694
3, 1550457902, 20.5675, 26.608
4, 289373038, 17.1424, 28.212
5, 1550457901, 17.9589, 28.794
6, 1550457908, 19.1962, 31.314
7, 1550457896, 18.2136, 34.393
8, 1550457888, 19.6944, 36.599
9, 1550457909, 19.7994, 40.082
10, 1550457897, 20.0615, 40.84
11, 1550457904, 19.4688, 44.847
12, 289373051, 14.6278, 46.369
13, 289373024, 15.3316, 49.575
14, 289373039, 15.5348, 50.237
15, 1550457906, 19.3157, 51.832
16, 1550456944, 19.3504, 56.629
17, 1550457903, 19.5203, 56.529
18, 1550457924, 20.4592, 56.795
19, 1550457898, 20.6133, 57.588
20, 289373054, 15.5134, 57.798
21, 289373056, 14.3806, 62.073
22, 289373031, 17.3172, 62.676
23, 1550457899, 20.7245, 64.078
24, 1550457892, 20.0119, 69.843
25, 289373062, 13.4923, 70.369
26, 289373053, 18.0996, 70.818
27, 1550457893, 20.6003, 70.997
28, 1550457913, 18.5128, 71.37
29, 289373063, 14.2803, 71.544
30, 1550457894, 19.7181, 72.991
31, 1550457890, 19.772, 73.846
32, 1550457910, 18.0435, 74.417
33, 289373060, 18.3347, 74.828
34, 289373057, 15.0359, 74.928
35, 1550457912, 19.3942, 75.181
36, 1550456946, 20.4213, 79.293
37, 1550456948, 20.6537, 79.852
38, 289373049, 15.9025, 80.311
39, 1550457925, 19.5383, 80.308
40, 1550457905, 19.2695, 80.4
41, 1550456945, 20.6096, 80.708
42, 289373014, 18.2487, 82.006
43, 289373046, 17.7355, 82.434
44, 289373058, 18.0964, 83.396
45, 1550457887, 17.7345, 83.559
46, 1550457922, 19.4134, 84.95
47, 289373037, 15.2958, 85.665
48, 289373066, 17.7869, 86.538
49, 1550459711, 19.8355, 88.103
50, 289373023, 17.6325, 88.472
51, 289373025, 16.9237, 88.678
52, 1550457923, 20.5423, 89.364
53, 1550457921, 17.8128, 90.045
54, 1550456947, 19.2429, 90.065
55, 289373061, 16.5538, 93.51
56, 1550457891, 19.5192, 93.821
57, 1550457928, 19.4183, 93.707
58, 1550459707, 19.5577, 95.697
59, 289373067, 17.3176, 97.311
60, 1550457895, 19.5701, 97.32
