0,0
0.01,0
0.02,0
0.03,0.280473
0.04,0.955954
0.05,1.631435
0.06,2.306916
0.07,2.982397
0.08,3.657878
0.09,4.333359
0.1,5.00884
0.11,5.055183
0.12,5.100566
0.13,5.145628
0.14,5.191011
0.15,5.237354
0.16,5.285299
0.17,5.335486
0.18,5.388491
0.19,5.443418
0.2,5.497895
0.21,5.549486
0.22,5.595757
0.23,5.634391
0.24,5.665796
0.25,5.693102
0.26,5.719561
0.27,5.748423
0.28,5.782829
0.29,5.823415
0.3,5.868312
0.31,5.915543
0.32,5.963129
0.33,6.009142
0.34,6.052739
0.35,6.094171
0.36,6.133737
0.37,6.171732
0.38,6.208451
0.39,6.244099
0.4,6.278792
0.41,6.312641
0.42,6.34576
0.43,6.378247
0.44,6.409879
0.45,6.440116
0.46,6.468401
0.47,6.494179
0.48,6.516917
0.49,6.536615
0.5,6.553805
0.51,6.569044
0.52,6.582886
0.53,6.595896
0.54,6.608815
0.55,6.622567
0.56,6.638081
0.57,6.656288
0.58,6.678083
0.59,6.703571
0.6,6.732067
0.61,6.762851
0.62,6.795202
0.63,6.828402
0.64,6.861735
0.65,6.894492
0.66,6.925963
0.67,6.955438
0.68,6.982233
0.69,7.006221
0.7,7.027835
0.71,7.04753
0.72,7.065766
0.73,7.082989
0.74,7.099464
0.75,7.115265
0.76,7.130461
0.77,7.145121
0.78,7.159311
0.79,7.173044
0.8,7.186284
0.81,7.19899
0.82,7.211123
0.83,7.222646
0.84,7.233581
0.85,7.24401
0.86,7.254018
0.87,7.263689
0.88,7.273109
0.89,7.282368
0.9,7.291564
0.91,7.300795
0.92,7.310157
0.93,7.319748
0.94,7.32966
0.95,7.339976
0.96,7.350783
0.97,7.362163
0.98,7.374194
0.99,7.386771
1,7.399611
1.01,7.412421
1.02,7.42491
1.03,7.436791
1.04,7.447947
1.05,7.45843
1.06,7.468295
1.07,7.477601
1.08,7.486406
1.09,7.494802
1.1,7.502915
1.11,7.510872
1.12,7.518799
1.13,7.526821
1.14,7.534975
1.15,7.543218
1.16,7.551501
1.17,7.559776
