0,0
0.209,1.282
0.417,2.606
0.626,3.184
0.835,3.894
1.044,4.481
1.252,4.942
1.461,5.414
1.67,5.779
1.878,6.126
2.087,6.408
2.296,6.608
2.505,6.815
2.713,6.93
2.922,7.044
3.131,7.12
3.339,7.238
3.548,7.29
3.757,7.42
3.966,7.455
4.174,7.509
4.383,7.635
4.592,7.779
4.8,7.832
5.009,7.883
5.218,7.952
5.427,8.097
5.635,8.231
5.844,8.306
6.053,8.368
6.261,8.383
6.47,8.52
6.679,8.653
6.887,8.724
7.096,8.743
7.305,8.806
7.514,8.84
7.722,8.981
7.931,9.084
8.14,9.219
8.348,9.245
8.557,9.386
8.766,9.487
8.975,9.669
9.183,9.67
9.392,9.735
9.601,9.729
9.809,9.798
