-0.149676404,0.999615383,0.00125266
-0.14915725,0.99915168,0.001256181
-0.148683257,0.998894076,0.001251884
-0.148287498,0.999529555,0.0012571
-0.147768336,0.999176362,0.001256187
-0.147294337,1.000985088,0.001254607
-0.146898591,0.999429779,0.001254934
-0.146379421,1.000196326,0.001256547
-0.145905417,0.999547278,0.001253078
-0.145509685,0.999919536,0.001252977
-0.144990507,0.998539864,0.001257194
-0.144516497,1.002059254,0.001252893
-0.144120778,0.999360398,0.001253026
-0.143601593,0.999472785,0.001256397
-0.143127577,1.000789491,0.001253638
-0.142731871,0.998970949,0.001252527
-0.142212679,1.000716031,0.001257718
-0.141738657,0.99949001,0.001252024
-0.141342965,0.998729433,0.001251939
-0.140823765,0.999305668,0.00125827
-0.140349737,0.999117718,0.00125196
-0.139954058,1.00080453,0.001255408
-0.13943485,1.001373644,0.00125694
-0.138960816,0.997733224,0.001250683
-0.138565152,0.999150467,0.001254227
-0.138045936,1.000424555,0.001257142
-0.137571896,0.999950409,0.001251698
-0.137176245,1.000228999,0.001252888
-0.136657022,1.00043195,0.001258877
-0.136182976,0.999679392,0.001252833
-0.135787339,0.996474772,0.001252276
-0.135268108,1.001365195,0.001257762
-0.134794056,1.000209683,0.00125113
-0.134398432,0.999150758,0.001253937
-0.133879194,1.000879112,0.001258759
-0.133405136,0.99955179,0.001255808
-0.133009526,0.999917686,0.001257903
-0.132490279,0.999954509,0.001255146
-0.132016216,1.00118512,0.001252683
-0.131620619,1.000387729,0.001253088
-0.131101365,0.999173226,0.001259281
-0.130627296,0.999260292,0.00125146
-0.130231712,0.999423202,0.001253933
-0.129712451,1.000376514,0.001259268
-0.129238376,0.999662603,0.001254336
-0.128842806,0.998714789,0.001252866
-0.128323537,0.999724067,0.001258575
-0.127849456,0.999331174,0.001251998
-0.127453899,0.999775108,0.001254696
-0.126934623,1.001355945,0.001257953
-0.126460536,0.999342268,0.001254223
-0.126064993,0.999541868,0.00125215
-0.125545708,1.004092268,0.001256825
-0.125071616,1.000892182,0.001253703
-0.124676086,0.998216637,0.001250617
-0.124156794,0.99998569,0.001257052
-0.12328718,1.000279794,0.001254049
-0.12276788,0.999583706,0.001257342
-0.121898273,1.002067831,0.001255546
-0.121378966,0.998954545,0.001256791
-0.120509366,1.002397951,0.001256783
-0.119990052,0.999351578,0.001261879
-0.119515935,1.000893124,0.001255775
-0.11912046,0.999918516,0.001255044
-0.118601137,0.99983913,0.001257548
-0.118127015,0.999762627,0.001253631
-0.117731553,1.002306904,0.001254087
-0.117212223,0.99993781,0.001259761
-0.116342647,0.998999346,0.001252438
-0.115823309,1.000051279,0.001257873
-0.11495374,1.000742971,0.001254593
-0.114434395,0.999383453,0.001260403
-0.113960255,0.999845111,0.001255789
-0.113564834,0.998510172,0.001251742
-0.113045481,1.00062371,0.001261283
-0.112571335,1.000381764,0.001255463
-0.112175927,0.999215767,0.001254883
-0.111656566,1.000932713,0.001258276
-0.111182415,1.001819523,0.001257076
-0.110787021,0.999054453,0.001253997
-0.110267652,0.998363051,0.001256261
-0.109793495,1.000598196,0.001256198
-0.109398114,0.999699559,0.001253126
-0.108878738,0.99870334,0.00125816
-0.108404575,1.000160065,0.001255658
-0.108009208,1.000243694,0.001253816
-0.107489824,1.000362139,0.001258509
-0.107015655,0.999421248,0.001252113
-0.106620301,0.999885067,0.001252935
-0.10610091,0.999551807,0.001256844
-0.105626735,0.998228136,0.001255418
-0.105231395,1.000359944,0.001254516
-0.104711995,0.999487696,0.001257565
-0.104237815,1.000518072,0.001253407
-0.103842488,1.000314701,0.001255068
-0.103323081,1.000424233,0.001257827
-0.102848895,0.998078266,0.001252392
-0.102453581,1.001465739,0.001254308
-0.101934167,0.999871607,0.001257954
-0.101064675,0.999438426,0.001253239
-0.100545253,1.000313622,0.001257939
-0.099675768,0.999406228,0.001254759
-0.099156339,1.001393699,0.00125894
-0.098286862,0.999823416,0.001253632
-0.097767424,1.000875892,0.001259356
-0.097293215,0.999527112,0.001251836
-0.096897955,0.999904732,0.00125345
-0.09637851,1.000177901,0.001257293
-0.095904295,0.9991118,0.00125071
-0.095509049,1.000008227,0.001259884
-0.094989596,0.999397644,0.00125745
-0.094515375,1.002955932,0.001255052
-0.094120142,0.998592406,0.001253908
-0.093600682,0.999938332,0.001259214
-0.092731236,1.000362962,0.001253589
-0.092211768,0.999793343,0.001257876
-0.091737535,1.00112234,0.001253011
-0.091342329,1.000543676,0.001255153
-0.090822854,1.00129263,0.001258995
-0.090348614,0.999157425,0.001252307
-0.089953423,1.001793277,0.001254858
-0.089433939,1.000856123,0.001261295
-0.088959694,1.002185736,0.00125447
-0.088564516,1.000256969,0.001253713
-0.088045025,0.99952833,0.001260558
-0.087570774,1.001461541,0.001256766
-0.08717561,0.999588605,0.001253345
-0.086656111,0.998262994,0.001258288
-0.086181854,0.99995162,0.001253007
-0.085267197,1.001118978,0.001261701
