0,0
0.112,2.895
0.204,3.666
0.3,5.639
0.396,6.616
0.494,6.876
0.592,7.391
0.691,7.381
0.788,7.599
0.887,7.834
0.985,7.884
1.083,7.941
1.182,7.984
1.28,8.065
1.378,8.035
1.476,8.098
1.575,8.11
1.673,8.083
1.771,8.109
1.87,8.08
1.968,8.12
2.067,8.144
2.165,8.122
2.263,8.128
2.362,8.126
2.46,8.143
2.559,8.155
2.657,8.141
2.755,8.149
2.853,8.144
2.952,8.139
3.05,8.141
3.149,8.145
3.247,8.129
3.345,8.158
3.444,8.149
3.542,8.147
3.641,8.139
3.739,8.133
3.837,8.132
3.936,8.131
4.034,8.146
4.133,8.161
4.231,8.114
4.329,8.128
4.427,8.158
4.526,8.153
4.624,8.161
4.723,8.147
4.821,8.136
4.919,8.146
5.018,8.146
5.116,8.146
5.215,8.14
5.313,8.135
5.411,8.14
5.51,8.141
5.608,8.147
5.706,8.155
5.805,8.14
5.903,8.16
6.002,8.155
6.1,8.175
6.198,8.135
6.297,8.146
6.395,8.147
6.493,8.147
6.592,8.168
6.69,8.158
6.789,8.141
6.887,8.143
6.986,8.126
7.084,8.152
7.182,8.138
7.281,8.126
7.379,8.139
7.477,8.105
7.576,8.112
7.674,8.126
7.773,8.126
7.871,8.117
7.969,8.112
8.067,8.097
8.166,8.117
8.264,8.108
8.363,8.115
8.461,8.1
8.559,8.133
8.658,8.096
8.756,8.082
8.855,8.094
8.953,8.083
9.051,8.077
9.15,8.084
9.248,8.099
9.347,8.078
9.445,8.078
9.543,8.119
9.642,8.118
9.74,8.062
9.839,8.04
